sep=;
"Country Name";"Country FAO Code";"Country ISO2";"Item Name";"Item FAO Code";"Item Category";"Unit of Measure";2016
Netherlands;150;NL;Maize;56;Cereals;m3/ton;315.5610046386719
Netherlands;150;NL;"Mushrooms and truffles";449;Vegetables;m3/ton;86.51920318603516
Netherlands;150;NL;"Peaches and nectarines";534;Fruits;m3/ton;0
Netherlands;150;NL;Pears;521;Fruits;m3/ton;123.35299682617188
Netherlands;150;NL;Potatoes;116;Vegetables;m3/ton;82.84259796142578
Netherlands;150;NL;"Pumpkins, squash and gourds";394;Vegetables;m3/ton;49.247798919677734
Netherlands;150;NL;Tomatoes;388;Vegetables;m3/ton;6.629479885101318
Poland;173;PL;Apples;515;Fruits;m3/ton;257.9119873046875
Poland;173;PL;Asparagus;367;Vegetables;m3/ton;417.32501220703125
Poland;173;PL;"Carrots and turnips";426;Vegetables;m3/ton;41.97209930419922
Poland;173;PL;Cherries;531;Fruits;m3/ton;927.6820068359375
Poland;173;PL;"Chillies and peppers, green";401;Vegetables;m3/ton;0
Poland;173;PL;"Cucumbers and gherkins";397;Vegetables;m3/ton;92.06009674072266
Poland;173;PL;Grapes;560;Fruits;m3/ton;0
Poland;173;PL;"Lettuce and chicory";372;Vegetables;m3/ton;143.4550018310547
Poland;173;PL;Maize;56;Cereals;m3/ton;540.7869873046875
Poland;173;PL;"Mushrooms and truffles";449;Vegetables;m3/ton;979.5050048828125
Poland;173;PL;"Peaches and nectarines";534;Fruits;m3/ton;1056.489990234375
Poland;173;PL;Pears;521;Fruits;m3/ton;493.6629943847656
Poland;173;PL;Potatoes;116;Vegetables;m3/ton;123.37799835205078
Poland;173;PL;"Pumpkins, squash and gourds";394;Vegetables;m3/ton;80.99169921875
Poland;173;PL;Tomatoes;388;Vegetables;m3/ton;49.219600677490234
Portugal;174;PT;Apples;515;Fruits;m3/ton;415.39898681640625
Portugal;174;PT;Asparagus;367;Vegetables;m3/ton;0
Portugal;174;PT;"Carrots and turnips";426;Vegetables;m3/ton;122.91799926757812
Portugal;174;PT;Cherries;531;Fruits;m3/ton;5641.66015625
Portugal;174;PT;"Chillies and peppers, green";401;Vegetables;m3/ton;139.56500244140625
Portugal;174;PT;"Cucumbers and gherkins";397;Vegetables;m3/ton;82.84549713134766
Portugal;174;PT;Grapes;560;Fruits;m3/ton;1098.550048828125
Portugal;174;PT;"Lettuce and chicory";372;Vegetables;m3/ton;104.79199981689453
Portugal;174;PT;Maize;56;Cereals;m3/ton;928.7839965820312
Portugal;174;PT;"Mushrooms and truffles";449;Vegetables;m3/ton;84.85880279541016
Portugal;174;PT;"Peaches and nectarines";534;Fruits;m3/ton;755.6339721679688
Portugal;174;PT;Pears;521;Fruits;m3/ton;591.8300170898438
Portugal;174;PT;Potatoes;116;Vegetables;m3/ton;309.40399169921875
Portugal;174;PT;"Pumpkins, squash and gourds";394;Vegetables;m3/ton;157.531005859375
Portugal;174;PT;Tomatoes;388;Vegetables;m3/ton;47.931400299072266
Romania;183;RO;Apples;515;Fruits;m3/ton;655.760009765625
Romania;183;RO;Asparagus;367;Vegetables;m3/ton;0
Romania;183;RO;"Carrots and turnips";426;Vegetables;m3/ton;102.76499938964844
Romania;183;RO;Cherries;531;Fruits;m3/ton;458.5840148925781
Romania;183;RO;"Chillies and peppers, green";401;Vegetables;m3/ton;296.1889953613281
Romania;183;RO;"Cucumbers and gherkins";397;Vegetables;m3/ton;195.00399780273438
Romania;183;RO;Grapes;560;Fruits;m3/ton;978.1610107421875
Romania;183;RO;"Lettuce and chicory";372;Vegetables;m3/ton;225.9969940185547
Romania;183;RO;Maize;56;Cereals;m3/ton;820.1430053710938
Romania;183;RO;"Mushrooms and truffles";449;Vegetables;m3/ton;135.16700744628906
Romania;183;RO;"Peaches and nectarines";534;Fruits;m3/ton;407.2030029296875
Romania;183;RO;Pears;521;Fruits;m3/ton;329.0840148925781
Romania;183;RO;Potatoes;116;Vegetables;m3/ton;261.135986328125
Romania;183;RO;"Pumpkins, squash and gourds";394;Vegetables;m3/ton;443.4049987792969
Romania;183;RO;Tomatoes;388;Vegetables;m3/ton;255.9770050048828
Serbia;272;RS;Apples;515;Fruits;m3/ton;412.8330078125
Serbia;272;RS;Asparagus;367;Vegetables;m3/ton;0
Serbia;272;RS;"Carrots and turnips";426;Vegetables;m3/ton;115.24099731445312
Serbia;272;RS;Cherries;531;Fruits;m3/ton;1270.9000244140625
Serbia;272;RS;"Chillies and peppers, green";401;Vegetables;m3/ton;252.23199462890625
Serbia;272;RS;"Cucumbers and gherkins";397;Vegetables;m3/ton;245.177001953125
Serbia;272;RS;Grapes;560;Fruits;m3/ton;635.656005859375
Serbia;272;RS;"Lettuce and chicory";372;Vegetables;m3/ton;0
Serbia;272;RS;Maize;56;Cereals;m3/ton;560.5850219726562
Serbia;272;RS;"Mushrooms and truffles";449;Vegetables;m3/ton;135.16700744628906
Serbia;272;RS;"Peaches and nectarines";534;Fruits;m3/ton;518.6740112304688
Serbia;272;RS;Pears;521;Fruits;m3/ton;762.02001953125
Serbia;272;RS;Potatoes;116;Vegetables;m3/ton;223.9219970703125
Serbia;272;RS;"Pumpkins, squash and gourds";394;Vegetables;m3/ton;0
Serbia;272;RS;Tomatoes;388;Vegetables;m3/ton;254.63400268554688
Spain;203;ES;Apples;515;Fruits;m3/ton;445.5849914550781
Spain;203;ES;Asparagus;367;Vegetables;m3/ton;1921
Spain;203;ES;"Carrots and turnips";426;Vegetables;m3/ton;106.64199829101562
Spain;203;ES;Cherries;531;Fruits;m3/ton;2309.409912109375
Spain;203;ES;"Chillies and peppers, green";401;Vegetables;m3/ton;29.15679931640625
Spain;203;ES;"Cucumbers and gherkins";397;Vegetables;m3/ton;46.28450012207031
Spain;203;ES;Grapes;560;Fruits;m3/ton;705.1719970703125
Spain;203;ES;"Lettuce and chicory";372;Vegetables;m3/ton;124.38600158691406
Spain;203;ES;Maize;56;Cereals;m3/ton;609.552001953125
Spain;203;ES;"Mushrooms and truffles";449;Vegetables;m3/ton;84.85880279541016
Spain;203;ES;"Peaches and nectarines";534;Fruits;m3/ton;466.59100341796875
Spain;203;ES;Pears;521;Fruits;m3/ton;493.9729919433594
Spain;203;ES;Potatoes;116;Vegetables;m3/ton;125.66300201416016
Spain;203;ES;"Pumpkins, squash and gourds";394;Vegetables;m3/ton;71.83609771728516
Spain;203;ES;Tomatoes;388;Vegetables;m3/ton;41.345001220703125
Turkey;223;TR;Apples;515;Fruits;m3/ton;262.4200134277344
Turkey;223;TR;Asparagus;367;Vegetables;m3/ton;1767.81005859375
Turkey;223;TR;"Carrots and turnips";426;Vegetables;m3/ton;92.82939910888672
Turkey;223;TR;Cherries;531;Fruits;m3/ton;657.968994140625
Turkey;223;TR;"Chillies and peppers, green";401;Vegetables;m3/ton;147.33099365234375
Turkey;223;TR;"Cucumbers and gherkins";397;Vegetables;m3/ton;98.10279846191406
Turkey;223;TR;Grapes;560;Fruits;m3/ton;383.4179992675781
Turkey;223;TR;"Lettuce and chicory";372;Vegetables;m3/ton;113.76799774169922
Turkey;223;TR;Maize;56;Cereals;m3/ton;419.552001953125
Turkey;223;TR;"Mushrooms and truffles";449;Vegetables;m3/ton;141.75599670410156
Turkey;223;TR;"Peaches and nectarines";534;Fruits;m3/ton;279.4020080566406
Turkey;223;TR;Pears;521;Fruits;m3/ton;519.427001953125
Turkey;223;TR;Potatoes;116;Vegetables;m3/ton;104.87100219726562
Turkey;223;TR;"Pumpkins, squash and gourds";394;Vegetables;m3/ton;738.0700073242188
Turkey;223;TR;Tomatoes;388;Vegetables;m3/ton;75.18910217285156
