,Years,Item Name,Country Name,Item Category,Weight_t,uWF
304,1962,Pears,Hungary,Fruits,127800.0,286.2070007324219
305,1962,Pears,Italy,Fruits,875000.0,477.8550109863281
306,1962,Pears,Morocco,Fruits,2000.0,
307,1962,Pears,Netherlands,Fruits,92000.0,221.88900756835935
308,1962,Pears,Poland,Fruits,61500.0,19.555700302124023
309,1962,Pears,Portugal,Fruits,42000.0,705.5330200195312
310,1962,Pears,Romania,Fruits,44000.0,286.2070007324219
311,1962,Pears,Spain,Fruits,124000.0,497.2229919433594
312,1962,Pears,Turkey,Fruits,132660.0,2353.77001953125
313,1962,Potatoes,Austria,Vegetables,3213741.0,202.9510040283203
314,1962,Potatoes,France,Vegetables,13388999.0,245.09300231933597
315,1962,Potatoes,Germany,Vegetables,38388069.0,162.7239990234375
316,1962,Potatoes,Greece,Vegetables,402966.0,510.552001953125
317,1962,Potatoes,Hungary,Vegetables,2148619.0,399.2430114746094
318,1962,Potatoes,Italy,Vegetables,3561393.0,442.2820129394531
319,1962,Potatoes,Morocco,Vegetables,216000.0,356.1839904785156
320,1962,Potatoes,Netherlands,Vegetables,3953260.0,114.0790023803711
321,1962,Potatoes,Poland,Vegetables,37817170.0,270.3190002441406
322,1962,Potatoes,Portugal,Vegetables,893500.0,674.5079956054688
323,1962,Potatoes,Romania,Vegetables,2597406.0,442.5799865722656
324,1962,Potatoes,Spain,Vegetables,4153303.0,404.7139892578125
325,1962,Potatoes,Turkey,Vegetables,1489003.0,316.4970092773437
326,1962,"Pumpkins, squash and gourds",France,Vegetables,126140.0,67.72049713134766
327,1962,"Pumpkins, squash and gourds",Greece,Vegetables,43950.0,25.258399963378903
328,1962,"Pumpkins, squash and gourds",Hungary,Vegetables,42127.0,182.1719970703125
329,1962,"Pumpkins, squash and gourds",Italy,Vegetables,258599.0,159.5290069580078
330,1962,"Pumpkins, squash and gourds",Morocco,Vegetables,50000.0,121.9229965209961
331,1962,"Pumpkins, squash and gourds",Portugal,Vegetables,1500.0,195.35299682617188
332,1962,"Pumpkins, squash and gourds",Romania,Vegetables,824100.0,5685.740234375
333,1962,"Pumpkins, squash and gourds",Spain,Vegetables,131000.0,148.41799926757812
334,1962,"Pumpkins, squash and gourds",Turkey,Vegetables,342000.0,214.0749969482422
335,1962,Tomatoes,Austria,Vegetables,7994.0,158.44200134277344
336,1962,Tomatoes,France,Vegetables,563260.0,166.5489959716797
337,1962,Tomatoes,Germany,Vegetables,54118.0,167.21200561523438
338,1962,Tomatoes,Greece,Vegetables,346180.0,230.9279937744141
339,1962,Tomatoes,Hungary,Vegetables,276321.0,330.2919921875
340,1962,Tomatoes,Italy,Vegetables,2692101.0,230.88699340820312
341,1962,Tomatoes,Morocco,Vegetables,210800.0,244.4759979248047
342,1962,Tomatoes,Netherlands,Vegetables,229162.0,41.48210144042969
343,1962,Tomatoes,Poland,Vegetables,99400.0,666.166015625
344,1962,Tomatoes,Portugal,Vegetables,234900.0,122.64700317382812
345,1962,Tomatoes,Romania,Vegetables,414299.0,330.114013671875
346,1962,Tomatoes,Spain,Vegetables,1268896.0,156.99000549316406
347,1962,Tomatoes,Turkey,Vegetables,1140003.0,251.6020050048828
348,1963,Apples,Austria,Fruits,436001.0,67.62169647216797
349,1963,Apples,France,Fruits,2581004.0,280.9979858398437
350,1963,Apples,Germany,Fruits,2215998.0,144.2790069580078
351,1963,Apples,Greece,Fruits,171999.0,1180.43994140625
352,1963,Apples,Hungary,Fruits,503501.0,292.62701416015625
353,1963,Apples,Italy,Fruits,2335999.0,321.2449951171875
354,1963,Apples,Morocco,Fruits,8000.0,1363.75
355,1963,Apples,Netherlands,Fruits,279000.0,144.2790069580078
356,1963,Apples,Poland,Fruits,376999.0,292.62701416015625
357,1963,Apples,Portugal,Fruits,92000.0,1363.75
358,1963,Apples,Romania,Fruits,198000.0,292.62701416015625
359,1963,Apples,Spain,Fruits,480701.0,326.9639892578125
360,1963,Apples,Turkey,Fruits,327001.0,770.60400390625
361,1963,Asparagus,Austria,Vegetables,134.0,
362,1963,Asparagus,France,Vegetables,70540.0,2267.2900390625
363,1963,Asparagus,Germany,Vegetables,18700.0,1954.22998046875
364,1963,Asparagus,Hungary,Vegetables,718.0,
