sep=;
"Country Name";"Country FAO Code";"Country ISO2";"Item Name";"Item FAO Code";"Item Category";"Unit of Measure";Value
Belgium;255;BE;"Meat indigenous, pig";1055;Meat;m3/ton;0
France;68;FR;"Meat indigenous, pig";1055;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, pig";1055;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, pig";1055;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, pig";1055;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, pig";1055;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, pig";1055;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, pig";1055;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, pig";1055;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, pig";1055;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, pig";1055;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, pig";1055;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, pig";1055;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, pig";1055;Meat;m3/ton;0
Austria;11;AT;Chickens;1057;"Live animals";m3/ton;0
Belgium;255;BE;Chickens;1057;"Live animals";m3/ton;0
France;68;FR;Chickens;1057;"Live animals";m3/ton;0
Germany;79;DE;Chickens;1057;"Live animals";m3/ton;0
Greece;84;GR;Chickens;1057;"Live animals";m3/ton;0
Hungary;97;HU;Chickens;1057;"Live animals";m3/ton;0
Italy;106;IT;Chickens;1057;"Live animals";m3/ton;0
Morocco;143;MA;Chickens;1057;"Live animals";m3/ton;0
Netherlands;150;NL;Chickens;1057;"Live animals";m3/ton;0
Poland;173;PL;Chickens;1057;"Live animals";m3/ton;0
Portugal;174;PT;Chickens;1057;"Live animals";m3/ton;0
Romania;183;RO;Chickens;1057;"Live animals";m3/ton;0
Serbia;272;RS;Chickens;1057;"Live animals";m3/ton;0
Spain;203;ES;Chickens;1057;"Live animals";m3/ton;0
Turkey;223;TR;Chickens;1057;"Live animals";m3/ton;0
Austria;11;AT;"Meat, chicken";1058;Meat;m3/ton;0
Belgium;255;BE;"Meat, chicken";1058;Meat;m3/ton;0
France;68;FR;"Meat, chicken";1058;Meat;m3/ton;0
Germany;79;DE;"Meat, chicken";1058;Meat;m3/ton;0
Greece;84;GR;"Meat, chicken";1058;Meat;m3/ton;0
Hungary;97;HU;"Meat, chicken";1058;Meat;m3/ton;0
Italy;106;IT;"Meat, chicken";1058;Meat;m3/ton;0
Morocco;143;MA;"Meat, chicken";1058;Meat;m3/ton;0
Netherlands;150;NL;"Meat, chicken";1058;Meat;m3/ton;0
Poland;173;PL;"Meat, chicken";1058;Meat;m3/ton;0
Portugal;174;PT;"Meat, chicken";1058;Meat;m3/ton;0
Romania;183;RO;"Meat, chicken";1058;Meat;m3/ton;0
Serbia;272;RS;"Meat, chicken";1058;Meat;m3/ton;0
Spain;203;ES;"Meat, chicken";1058;Meat;m3/ton;0
Turkey;223;TR;"Meat, chicken";1058;Meat;m3/ton;0
Austria;11;AT;"Offals, liver chicken";1059;Meat;m3/ton;0
Belgium;255;BE;"Offals, liver chicken";1059;Meat;m3/ton;0
France;68;FR;"Offals, liver chicken";1059;Meat;m3/ton;0
Germany;79;DE;"Offals, liver chicken";1059;Meat;m3/ton;0
Greece;84;GR;"Offals, liver chicken";1059;Meat;m3/ton;0
Hungary;97;HU;"Offals, liver chicken";1059;Meat;m3/ton;0
Italy;106;IT;"Offals, liver chicken";1059;Meat;m3/ton;0
Morocco;143;MA;"Offals, liver chicken";1059;Meat;m3/ton;0
Netherlands;150;NL;"Offals, liver chicken";1059;Meat;m3/ton;0
Poland;173;PL;"Offals, liver chicken";1059;Meat;m3/ton;0
Portugal;174;PT;"Offals, liver chicken";1059;Meat;m3/ton;0
Romania;183;RO;"Offals, liver chicken";1059;Meat;m3/ton;0
Serbia;272;RS;"Offals, liver chicken";1059;Meat;m3/ton;0
Spain;203;ES;"Offals, liver chicken";1059;Meat;m3/ton;0
Turkey;223;TR;"Offals, liver chicken";1059;Meat;m3/ton;0
Austria;11;AT;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Belgium;255;BE;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
France;68;FR;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Germany;79;DE;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Greece;84;GR;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Hungary;97;HU;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Italy;106;IT;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Morocco;143;MA;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Netherlands;150;NL;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Poland;173;PL;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Portugal;174;PT;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Romania;183;RO;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Serbia;272;RS;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Spain;203;ES;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Turkey;223;TR;"Fat, liver prepared (foie gras)";1060;Meat;m3/ton;0
Austria;11;AT;"Meat, chicken, canned";1061;Meat;m3/ton;0
Belgium;255;BE;"Meat, chicken, canned";1061;Meat;m3/ton;0
France;68;FR;"Meat, chicken, canned";1061;Meat;m3/ton;0
Germany;79;DE;"Meat, chicken, canned";1061;Meat;m3/ton;0
Greece;84;GR;"Meat, chicken, canned";1061;Meat;m3/ton;0
Hungary;97;HU;"Meat, chicken, canned";1061;Meat;m3/ton;0
Italy;106;IT;"Meat, chicken, canned";1061;Meat;m3/ton;0
Morocco;143;MA;"Meat, chicken, canned";1061;Meat;m3/ton;0
Netherlands;150;NL;"Meat, chicken, canned";1061;Meat;m3/ton;0
Poland;173;PL;"Meat, chicken, canned";1061;Meat;m3/ton;0
Portugal;174;PT;"Meat, chicken, canned";1061;Meat;m3/ton;0
Romania;183;RO;"Meat, chicken, canned";1061;Meat;m3/ton;0
Serbia;272;RS;"Meat, chicken, canned";1061;Meat;m3/ton;0
Spain;203;ES;"Meat, chicken, canned";1061;Meat;m3/ton;0
Turkey;223;TR;"Meat, chicken, canned";1061;Meat;m3/ton;0
Austria;11;AT;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
France;68;FR;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Hen eggs, in shell";1062;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
France;68;FR;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Eggs Liquid";1063;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
France;68;FR;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Eggs Dried";1064;"Diary & Eggs";m3/ton;0
Austria;11;AT;Ducks;1068;"Live animals";m3/ton;0
Belgium;255;BE;Ducks;1068;"Live animals";m3/ton;0
France;68;FR;Ducks;1068;"Live animals";m3/ton;0
Germany;79;DE;Ducks;1068;"Live animals";m3/ton;0
Greece;84;GR;Ducks;1068;"Live animals";m3/ton;0
Hungary;97;HU;Ducks;1068;"Live animals";m3/ton;0
Italy;106;IT;Ducks;1068;"Live animals";m3/ton;0
Morocco;143;MA;Ducks;1068;"Live animals";m3/ton;0
Netherlands;150;NL;Ducks;1068;"Live animals";m3/ton;0
Poland;173;PL;Ducks;1068;"Live animals";m3/ton;0
Portugal;174;PT;Ducks;1068;"Live animals";m3/ton;0
Romania;183;RO;Ducks;1068;"Live animals";m3/ton;0
Serbia;272;RS;Ducks;1068;"Live animals";m3/ton;0
Spain;203;ES;Ducks;1068;"Live animals";m3/ton;0
Turkey;223;TR;Ducks;1068;"Live animals";m3/ton;0
Austria;11;AT;"Duck meat";1069;Meat;m3/ton;0
Belgium;255;BE;"Duck meat";1069;Meat;m3/ton;0
France;68;FR;"Duck meat";1069;Meat;m3/ton;0
Germany;79;DE;"Duck meat";1069;Meat;m3/ton;0
Greece;84;GR;"Duck meat";1069;Meat;m3/ton;0
Hungary;97;HU;"Duck meat";1069;Meat;m3/ton;0
Italy;106;IT;"Duck meat";1069;Meat;m3/ton;0
Morocco;143;MA;"Duck meat";1069;Meat;m3/ton;0
Netherlands;150;NL;"Duck meat";1069;Meat;m3/ton;0
Poland;173;PL;"Duck meat";1069;Meat;m3/ton;0
Portugal;174;PT;"Duck meat";1069;Meat;m3/ton;0
Romania;183;RO;"Duck meat";1069;Meat;m3/ton;0
Serbia;272;RS;"Duck meat";1069;Meat;m3/ton;0
Spain;203;ES;"Duck meat";1069;Meat;m3/ton;0
Turkey;223;TR;"Duck meat";1069;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, duck";1070;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, duck";1070;Meat;m3/ton;0
France;68;FR;"Meat indigenous, duck";1070;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, duck";1070;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, duck";1070;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, duck";1070;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, duck";1070;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, duck";1070;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, duck";1070;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, duck";1070;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, duck";1070;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, duck";1070;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, duck";1070;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, duck";1070;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, duck";1070;Meat;m3/ton;0
Austria;11;AT;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Belgium;255;BE;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
France;68;FR;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Germany;79;DE;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Greece;84;GR;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Hungary;97;HU;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Italy;106;IT;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Morocco;143;MA;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Netherlands;150;NL;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Poland;173;PL;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Portugal;174;PT;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Romania;183;RO;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Serbia;272;RS;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Spain;203;ES;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Turkey;223;TR;"Goose and guinea fowl meat";1073;Meat;m3/ton;0
Austria;11;AT;"Offals, liver geese";1074;Meat;m3/ton;0
Belgium;255;BE;"Offals, liver geese";1074;Meat;m3/ton;0
France;68;FR;"Offals, liver geese";1074;Meat;m3/ton;0
Germany;79;DE;"Offals, liver geese";1074;Meat;m3/ton;0
Greece;84;GR;"Offals, liver geese";1074;Meat;m3/ton;0
Hungary;97;HU;"Offals, liver geese";1074;Meat;m3/ton;0
Italy;106;IT;"Offals, liver geese";1074;Meat;m3/ton;0
Morocco;143;MA;"Offals, liver geese";1074;Meat;m3/ton;0
Netherlands;150;NL;"Offals, liver geese";1074;Meat;m3/ton;0
Poland;173;PL;"Offals, liver geese";1074;Meat;m3/ton;0
Portugal;174;PT;"Offals, liver geese";1074;Meat;m3/ton;0
Romania;183;RO;"Offals, liver geese";1074;Meat;m3/ton;0
Serbia;272;RS;"Offals, liver geese";1074;Meat;m3/ton;0
Spain;203;ES;"Offals, liver geese";1074;Meat;m3/ton;0
Turkey;223;TR;"Offals, liver geese";1074;Meat;m3/ton;0
Austria;11;AT;"Offals, liver duck";1075;Meat;m3/ton;0
Belgium;255;BE;"Offals, liver duck";1075;Meat;m3/ton;0
France;68;FR;"Offals, liver duck";1075;Meat;m3/ton;0
Germany;79;DE;"Offals, liver duck";1075;Meat;m3/ton;0
Greece;84;GR;"Offals, liver duck";1075;Meat;m3/ton;0
Hungary;97;HU;"Offals, liver duck";1075;Meat;m3/ton;0
Italy;106;IT;"Offals, liver duck";1075;Meat;m3/ton;0
Morocco;143;MA;"Offals, liver duck";1075;Meat;m3/ton;0
Netherlands;150;NL;"Offals, liver duck";1075;Meat;m3/ton;0
Poland;173;PL;"Offals, liver duck";1075;Meat;m3/ton;0
Portugal;174;PT;"Offals, liver duck";1075;Meat;m3/ton;0
Romania;183;RO;"Offals, liver duck";1075;Meat;m3/ton;0
Serbia;272;RS;"Offals, liver duck";1075;Meat;m3/ton;0
Spain;203;ES;"Offals, liver duck";1075;Meat;m3/ton;0
Turkey;223;TR;"Offals, liver duck";1075;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, geese";1077;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, geese";1077;Meat;m3/ton;0
France;68;FR;"Meat indigenous, geese";1077;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, geese";1077;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, geese";1077;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, geese";1077;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, geese";1077;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, geese";1077;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, geese";1077;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, geese";1077;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, geese";1077;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, geese";1077;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, geese";1077;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, geese";1077;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, geese";1077;Meat;m3/ton;0
Austria;11;AT;Turkeys;1079;"Live animals";m3/ton;0
Belgium;255;BE;Turkeys;1079;"Live animals";m3/ton;0
France;68;FR;Turkeys;1079;"Live animals";m3/ton;0
Germany;79;DE;Turkeys;1079;"Live animals";m3/ton;0
Greece;84;GR;Turkeys;1079;"Live animals";m3/ton;0
Hungary;97;HU;Turkeys;1079;"Live animals";m3/ton;0
Italy;106;IT;Turkeys;1079;"Live animals";m3/ton;0
Morocco;143;MA;Turkeys;1079;"Live animals";m3/ton;0
Netherlands;150;NL;Turkeys;1079;"Live animals";m3/ton;0
Poland;173;PL;Turkeys;1079;"Live animals";m3/ton;0
Portugal;174;PT;Turkeys;1079;"Live animals";m3/ton;0
Romania;183;RO;Turkeys;1079;"Live animals";m3/ton;0
Serbia;272;RS;Turkeys;1079;"Live animals";m3/ton;0
Spain;203;ES;Turkeys;1079;"Live animals";m3/ton;0
Turkey;223;TR;Turkeys;1079;"Live animals";m3/ton;0
Austria;11;AT;"Turkey meat";1080;Meat;m3/ton;0
Belgium;255;BE;"Turkey meat";1080;Meat;m3/ton;0
France;68;FR;"Turkey meat";1080;Meat;m3/ton;0
Germany;79;DE;"Turkey meat";1080;Meat;m3/ton;0
Greece;84;GR;"Turkey meat";1080;Meat;m3/ton;0
Hungary;97;HU;"Turkey meat";1080;Meat;m3/ton;0
Italy;106;IT;"Turkey meat";1080;Meat;m3/ton;0
Morocco;143;MA;"Turkey meat";1080;Meat;m3/ton;0
Netherlands;150;NL;"Turkey meat";1080;Meat;m3/ton;0
Poland;173;PL;"Turkey meat";1080;Meat;m3/ton;0
Portugal;174;PT;"Turkey meat";1080;Meat;m3/ton;0
Romania;183;RO;"Turkey meat";1080;Meat;m3/ton;0
Serbia;272;RS;"Turkey meat";1080;Meat;m3/ton;0
Spain;203;ES;"Turkey meat";1080;Meat;m3/ton;0
Turkey;223;TR;"Turkey meat";1080;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
France;68;FR;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, bird nes";1084;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, turkey";1087;Meat;m3/ton;0
France;68;FR;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, turkey";1087;Meat;m3/ton;0
Austria;11;AT;"Meat, bird nes";1089;Meat;m3/ton;0
Belgium;255;BE;"Meat, bird nes";1089;Meat;m3/ton;0
France;68;FR;"Meat, bird nes";1089;Meat;m3/ton;0
Germany;79;DE;"Meat, bird nes";1089;Meat;m3/ton;0
Greece;84;GR;"Meat, bird nes";1089;Meat;m3/ton;0
Hungary;97;HU;"Meat, bird nes";1089;Meat;m3/ton;0
Italy;106;IT;"Meat, bird nes";1089;Meat;m3/ton;0
Morocco;143;MA;"Meat, bird nes";1089;Meat;m3/ton;0
Netherlands;150;NL;"Meat, bird nes";1089;Meat;m3/ton;0
Poland;173;PL;"Meat, bird nes";1089;Meat;m3/ton;0
Portugal;174;PT;"Meat, bird nes";1089;Meat;m3/ton;0
Romania;183;RO;"Meat, bird nes";1089;Meat;m3/ton;0
Serbia;272;RS;"Meat, bird nes";1089;Meat;m3/ton;0
Spain;203;ES;"Meat, bird nes";1089;Meat;m3/ton;0
Turkey;223;TR;"Meat, bird nes";1089;Meat;m3/ton;0
Austria;11;AT;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
France;68;FR;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Other bird eggs,in shell";1091;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, chicken";1094;Meat;m3/ton;0
France;68;FR;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, chicken";1094;Meat;m3/ton;0
Austria;11;AT;Horses;1096;"Live animals";m3/ton;0
Belgium;255;BE;Horses;1096;"Live animals";m3/ton;0
France;68;FR;Horses;1096;"Live animals";m3/ton;0
Germany;79;DE;Horses;1096;"Live animals";m3/ton;0
Greece;84;GR;Horses;1096;"Live animals";m3/ton;0
Hungary;97;HU;Horses;1096;"Live animals";m3/ton;0
Italy;106;IT;Horses;1096;"Live animals";m3/ton;0
Morocco;143;MA;Horses;1096;"Live animals";m3/ton;0
Netherlands;150;NL;Horses;1096;"Live animals";m3/ton;0
Poland;173;PL;Horses;1096;"Live animals";m3/ton;0
Portugal;174;PT;Horses;1096;"Live animals";m3/ton;0
Romania;183;RO;Horses;1096;"Live animals";m3/ton;0
Serbia;272;RS;Horses;1096;"Live animals";m3/ton;0
Spain;203;ES;Horses;1096;"Live animals";m3/ton;0
Turkey;223;TR;Horses;1096;"Live animals";m3/ton;0
Austria;11;AT;"Horse meat";1097;Meat;m3/ton;0
Belgium;255;BE;"Horse meat";1097;Meat;m3/ton;0
France;68;FR;"Horse meat";1097;Meat;m3/ton;0
Germany;79;DE;"Horse meat";1097;Meat;m3/ton;0
Greece;84;GR;"Horse meat";1097;Meat;m3/ton;0
Hungary;97;HU;"Horse meat";1097;Meat;m3/ton;0
Italy;106;IT;"Horse meat";1097;Meat;m3/ton;0
Morocco;143;MA;"Horse meat";1097;Meat;m3/ton;0
Netherlands;150;NL;"Horse meat";1097;Meat;m3/ton;0
Poland;173;PL;"Horse meat";1097;Meat;m3/ton;0
Portugal;174;PT;"Horse meat";1097;Meat;m3/ton;0
Romania;183;RO;"Horse meat";1097;Meat;m3/ton;0
Serbia;272;RS;"Horse meat";1097;Meat;m3/ton;0
Spain;203;ES;"Horse meat";1097;Meat;m3/ton;0
Turkey;223;TR;"Horse meat";1097;Meat;m3/ton;0
Austria;11;AT;Asses;1107;"Live animals";m3/ton;0
Belgium;255;BE;Asses;1107;"Live animals";m3/ton;0
France;68;FR;Asses;1107;"Live animals";m3/ton;0
Germany;79;DE;Asses;1107;"Live animals";m3/ton;0
Greece;84;GR;Asses;1107;"Live animals";m3/ton;0
Hungary;97;HU;Asses;1107;"Live animals";m3/ton;0
Italy;106;IT;Asses;1107;"Live animals";m3/ton;0
Morocco;143;MA;Asses;1107;"Live animals";m3/ton;0
Netherlands;150;NL;Asses;1107;"Live animals";m3/ton;0
Poland;173;PL;Asses;1107;"Live animals";m3/ton;0
Portugal;174;PT;Asses;1107;"Live animals";m3/ton;0
Romania;183;RO;Asses;1107;"Live animals";m3/ton;0
Serbia;272;RS;Asses;1107;"Live animals";m3/ton;0
Spain;203;ES;Asses;1107;"Live animals";m3/ton;0
Turkey;223;TR;Asses;1107;"Live animals";m3/ton;0
Austria;11;AT;"Meat, ass";1108;Meat;m3/ton;0
