sep=;
"Country Name";"Country FAO Code";"Country ISO2";"Item Name";"Item FAO Code";"Item Category";"Unit of Measure";Value
Greece;84;GR;"Meat indigenous, cattle";944;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, cattle";944;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, cattle";944;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, cattle";944;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, cattle";944;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, cattle";944;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, cattle";944;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, cattle";944;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, cattle";944;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, cattle";944;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, cattle";944;Meat;m3/ton;0
Austria;11;AT;Buffaloes;946;"Live animals";m3/ton;0
Belgium;255;BE;Buffaloes;946;"Live animals";m3/ton;0
France;68;FR;Buffaloes;946;"Live animals";m3/ton;0
Germany;79;DE;Buffaloes;946;"Live animals";m3/ton;0
Greece;84;GR;Buffaloes;946;"Live animals";m3/ton;0
Hungary;97;HU;Buffaloes;946;"Live animals";m3/ton;0
Italy;106;IT;Buffaloes;946;"Live animals";m3/ton;0
Morocco;143;MA;Buffaloes;946;"Live animals";m3/ton;0
Netherlands;150;NL;Buffaloes;946;"Live animals";m3/ton;0
Poland;173;PL;Buffaloes;946;"Live animals";m3/ton;0
Portugal;174;PT;Buffaloes;946;"Live animals";m3/ton;0
Romania;183;RO;Buffaloes;946;"Live animals";m3/ton;0
Serbia;272;RS;Buffaloes;946;"Live animals";m3/ton;0
Spain;203;ES;Buffaloes;946;"Live animals";m3/ton;0
Turkey;223;TR;Buffaloes;946;"Live animals";m3/ton;0
Austria;11;AT;"Meat, buffalo";947;Meat;m3/ton;0
Belgium;255;BE;"Meat, buffalo";947;Meat;m3/ton;0
France;68;FR;"Meat, buffalo";947;Meat;m3/ton;0
Germany;79;DE;"Meat, buffalo";947;Meat;m3/ton;0
Greece;84;GR;"Meat, buffalo";947;Meat;m3/ton;0
Hungary;97;HU;"Meat, buffalo";947;Meat;m3/ton;0
Italy;106;IT;"Meat, buffalo";947;Meat;m3/ton;0
Morocco;143;MA;"Meat, buffalo";947;Meat;m3/ton;0
Netherlands;150;NL;"Meat, buffalo";947;Meat;m3/ton;0
Poland;173;PL;"Meat, buffalo";947;Meat;m3/ton;0
Portugal;174;PT;"Meat, buffalo";947;Meat;m3/ton;0
Romania;183;RO;"Meat, buffalo";947;Meat;m3/ton;0
Serbia;272;RS;"Meat, buffalo";947;Meat;m3/ton;0
Spain;203;ES;"Meat, buffalo";947;Meat;m3/ton;0
Turkey;223;TR;"Meat, buffalo";947;Meat;m3/ton;0
Austria;11;AT;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
France;68;FR;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Milk, whole fresh buffalo";951;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
France;68;FR;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Ghee, of buffalo milk";953;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, buffalo";972;Meat;m3/ton;0
France;68;FR;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, buffalo";972;Meat;m3/ton;0
Austria;11;AT;Sheep;976;"Live animals";m3/ton;0
Belgium;255;BE;Sheep;976;"Live animals";m3/ton;0
France;68;FR;Sheep;976;"Live animals";m3/ton;0
Germany;79;DE;Sheep;976;"Live animals";m3/ton;0
Greece;84;GR;Sheep;976;"Live animals";m3/ton;0
Hungary;97;HU;Sheep;976;"Live animals";m3/ton;0
Italy;106;IT;Sheep;976;"Live animals";m3/ton;0
Morocco;143;MA;Sheep;976;"Live animals";m3/ton;0
Netherlands;150;NL;Sheep;976;"Live animals";m3/ton;0
Poland;173;PL;Sheep;976;"Live animals";m3/ton;0
Portugal;174;PT;Sheep;976;"Live animals";m3/ton;0
Romania;183;RO;Sheep;976;"Live animals";m3/ton;0
Serbia;272;RS;Sheep;976;"Live animals";m3/ton;0
Spain;203;ES;Sheep;976;"Live animals";m3/ton;0
Turkey;223;TR;Sheep;976;"Live animals";m3/ton;0
Austria;11;AT;"Sheep meat";977;Meat;m3/ton;0
Belgium;255;BE;"Sheep meat";977;Meat;m3/ton;0
France;68;FR;"Sheep meat";977;Meat;m3/ton;0
Germany;79;DE;"Sheep meat";977;Meat;m3/ton;0
Greece;84;GR;"Sheep meat";977;Meat;m3/ton;0
Hungary;97;HU;"Sheep meat";977;Meat;m3/ton;0
Italy;106;IT;"Sheep meat";977;Meat;m3/ton;0
Morocco;143;MA;"Sheep meat";977;Meat;m3/ton;0
Netherlands;150;NL;"Sheep meat";977;Meat;m3/ton;0
Poland;173;PL;"Sheep meat";977;Meat;m3/ton;0
Portugal;174;PT;"Sheep meat";977;Meat;m3/ton;0
Romania;183;RO;"Sheep meat";977;Meat;m3/ton;0
Serbia;272;RS;"Sheep meat";977;Meat;m3/ton;0
Spain;203;ES;"Sheep meat";977;Meat;m3/ton;0
Turkey;223;TR;"Sheep meat";977;Meat;m3/ton;0
Austria;11;AT;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Belgium;255;BE;"Offals of Sheep,Edible";978;Meat;m3/ton;0
France;68;FR;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Germany;79;DE;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Greece;84;GR;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Hungary;97;HU;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Italy;106;IT;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Morocco;143;MA;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Netherlands;150;NL;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Poland;173;PL;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Portugal;174;PT;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Romania;183;RO;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Serbia;272;RS;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Spain;203;ES;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Turkey;223;TR;"Offals of Sheep,Edible";978;Meat;m3/ton;0
Austria;11;AT;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
France;68;FR;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Milk, whole fresh sheep";982;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
France;68;FR;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Cheese of Sheep Milk";984;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, sheep";1012;Meat;m3/ton;0
France;68;FR;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, sheep";1012;Meat;m3/ton;0
Austria;11;AT;Goats;1016;"Live animals";m3/ton;0
Belgium;255;BE;Goats;1016;"Live animals";m3/ton;0
France;68;FR;Goats;1016;"Live animals";m3/ton;0
Germany;79;DE;Goats;1016;"Live animals";m3/ton;0
Greece;84;GR;Goats;1016;"Live animals";m3/ton;0
Hungary;97;HU;Goats;1016;"Live animals";m3/ton;0
Italy;106;IT;Goats;1016;"Live animals";m3/ton;0
Morocco;143;MA;Goats;1016;"Live animals";m3/ton;0
Netherlands;150;NL;Goats;1016;"Live animals";m3/ton;0
Poland;173;PL;Goats;1016;"Live animals";m3/ton;0
Portugal;174;PT;Goats;1016;"Live animals";m3/ton;0
Romania;183;RO;Goats;1016;"Live animals";m3/ton;0
Serbia;272;RS;Goats;1016;"Live animals";m3/ton;0
Spain;203;ES;Goats;1016;"Live animals";m3/ton;0
Turkey;223;TR;Goats;1016;"Live animals";m3/ton;0
Austria;11;AT;"Goat meat";1017;Meat;m3/ton;0
Belgium;255;BE;"Goat meat";1017;Meat;m3/ton;0
France;68;FR;"Goat meat";1017;Meat;m3/ton;0
Germany;79;DE;"Goat meat";1017;Meat;m3/ton;0
Greece;84;GR;"Goat meat";1017;Meat;m3/ton;0
Hungary;97;HU;"Goat meat";1017;Meat;m3/ton;0
Italy;106;IT;"Goat meat";1017;Meat;m3/ton;0
Morocco;143;MA;"Goat meat";1017;Meat;m3/ton;0
Netherlands;150;NL;"Goat meat";1017;Meat;m3/ton;0
Poland;173;PL;"Goat meat";1017;Meat;m3/ton;0
Portugal;174;PT;"Goat meat";1017;Meat;m3/ton;0
Romania;183;RO;"Goat meat";1017;Meat;m3/ton;0
Serbia;272;RS;"Goat meat";1017;Meat;m3/ton;0
Spain;203;ES;"Goat meat";1017;Meat;m3/ton;0
Turkey;223;TR;"Goat meat";1017;Meat;m3/ton;0
Austria;11;AT;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Belgium;255;BE;"Offals of Goats, Edible";1018;Meat;m3/ton;0
France;68;FR;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Germany;79;DE;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Greece;84;GR;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Hungary;97;HU;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Italy;106;IT;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Morocco;143;MA;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Netherlands;150;NL;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Poland;173;PL;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Portugal;174;PT;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Romania;183;RO;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Serbia;272;RS;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Spain;203;ES;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Turkey;223;TR;"Offals of Goats, Edible";1018;Meat;m3/ton;0
Austria;11;AT;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Belgium;255;BE;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
France;68;FR;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Germany;79;DE;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Greece;84;GR;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Hungary;97;HU;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Italy;106;IT;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Morocco;143;MA;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Netherlands;150;NL;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Poland;173;PL;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Portugal;174;PT;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Romania;183;RO;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Serbia;272;RS;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Spain;203;ES;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Turkey;223;TR;"Milk, whole fresh goat";1020;"Diary & Eggs";m3/ton;0
Austria;11;AT;"Meat indigenous, goat";1032;Meat;m3/ton;0
Belgium;255;BE;"Meat indigenous, goat";1032;Meat;m3/ton;0
France;68;FR;"Meat indigenous, goat";1032;Meat;m3/ton;0
Germany;79;DE;"Meat indigenous, goat";1032;Meat;m3/ton;0
Greece;84;GR;"Meat indigenous, goat";1032;Meat;m3/ton;0
Hungary;97;HU;"Meat indigenous, goat";1032;Meat;m3/ton;0
Italy;106;IT;"Meat indigenous, goat";1032;Meat;m3/ton;0
Morocco;143;MA;"Meat indigenous, goat";1032;Meat;m3/ton;0
Netherlands;150;NL;"Meat indigenous, goat";1032;Meat;m3/ton;0
Poland;173;PL;"Meat indigenous, goat";1032;Meat;m3/ton;0
Portugal;174;PT;"Meat indigenous, goat";1032;Meat;m3/ton;0
Romania;183;RO;"Meat indigenous, goat";1032;Meat;m3/ton;0
Serbia;272;RS;"Meat indigenous, goat";1032;Meat;m3/ton;0
Spain;203;ES;"Meat indigenous, goat";1032;Meat;m3/ton;0
Turkey;223;TR;"Meat indigenous, goat";1032;Meat;m3/ton;0
Austria;11;AT;Pigs;1034;"Live animals";m3/ton;0
Belgium;255;BE;Pigs;1034;"Live animals";m3/ton;0
France;68;FR;Pigs;1034;"Live animals";m3/ton;0
Germany;79;DE;Pigs;1034;"Live animals";m3/ton;0
Greece;84;GR;Pigs;1034;"Live animals";m3/ton;0
Hungary;97;HU;Pigs;1034;"Live animals";m3/ton;0
Italy;106;IT;Pigs;1034;"Live animals";m3/ton;0
Morocco;143;MA;Pigs;1034;"Live animals";m3/ton;0
Netherlands;150;NL;Pigs;1034;"Live animals";m3/ton;0
Poland;173;PL;Pigs;1034;"Live animals";m3/ton;0
Portugal;174;PT;Pigs;1034;"Live animals";m3/ton;0
Romania;183;RO;Pigs;1034;"Live animals";m3/ton;0
Serbia;272;RS;Pigs;1034;"Live animals";m3/ton;0
Spain;203;ES;Pigs;1034;"Live animals";m3/ton;0
Turkey;223;TR;Pigs;1034;"Live animals";m3/ton;0
Austria;11;AT;"Pig meat";1035;Meat;m3/ton;0
Belgium;255;BE;"Pig meat";1035;Meat;m3/ton;0
France;68;FR;"Pig meat";1035;Meat;m3/ton;0
Germany;79;DE;"Pig meat";1035;Meat;m3/ton;0
Greece;84;GR;"Pig meat";1035;Meat;m3/ton;0
Hungary;97;HU;"Pig meat";1035;Meat;m3/ton;0
Italy;106;IT;"Pig meat";1035;Meat;m3/ton;0
Morocco;143;MA;"Pig meat";1035;Meat;m3/ton;0
Netherlands;150;NL;"Pig meat";1035;Meat;m3/ton;0
Poland;173;PL;"Pig meat";1035;Meat;m3/ton;0
Portugal;174;PT;"Pig meat";1035;Meat;m3/ton;0
Romania;183;RO;"Pig meat";1035;Meat;m3/ton;0
Serbia;272;RS;"Pig meat";1035;Meat;m3/ton;0
Spain;203;ES;"Pig meat";1035;Meat;m3/ton;0
Turkey;223;TR;"Pig meat";1035;Meat;m3/ton;0
Austria;11;AT;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Belgium;255;BE;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
France;68;FR;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Germany;79;DE;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Greece;84;GR;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Hungary;97;HU;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Italy;106;IT;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Morocco;143;MA;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Netherlands;150;NL;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Poland;173;PL;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Portugal;174;PT;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Romania;183;RO;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Serbia;272;RS;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Spain;203;ES;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Turkey;223;TR;"Offals of Pigs, Edible";1036;Meat;m3/ton;0
Austria;11;AT;"Fat of Pigs";1037;Meat;m3/ton;0
Belgium;255;BE;"Fat of Pigs";1037;Meat;m3/ton;0
France;68;FR;"Fat of Pigs";1037;Meat;m3/ton;0
Germany;79;DE;"Fat of Pigs";1037;Meat;m3/ton;0
Greece;84;GR;"Fat of Pigs";1037;Meat;m3/ton;0
Hungary;97;HU;"Fat of Pigs";1037;Meat;m3/ton;0
Italy;106;IT;"Fat of Pigs";1037;Meat;m3/ton;0
Morocco;143;MA;"Fat of Pigs";1037;Meat;m3/ton;0
Netherlands;150;NL;"Fat of Pigs";1037;Meat;m3/ton;0
Poland;173;PL;"Fat of Pigs";1037;Meat;m3/ton;0
Portugal;174;PT;"Fat of Pigs";1037;Meat;m3/ton;0
Romania;183;RO;"Fat of Pigs";1037;Meat;m3/ton;0
Serbia;272;RS;"Fat of Pigs";1037;Meat;m3/ton;0
Spain;203;ES;"Fat of Pigs";1037;Meat;m3/ton;0
Turkey;223;TR;"Fat of Pigs";1037;Meat;m3/ton;0
Austria;11;AT;"Meat, pork";1038;Meat;m3/ton;0
Belgium;255;BE;"Meat, pork";1038;Meat;m3/ton;0
France;68;FR;"Meat, pork";1038;Meat;m3/ton;0
Germany;79;DE;"Meat, pork";1038;Meat;m3/ton;0
Greece;84;GR;"Meat, pork";1038;Meat;m3/ton;0
Hungary;97;HU;"Meat, pork";1038;Meat;m3/ton;0
Italy;106;IT;"Meat, pork";1038;Meat;m3/ton;0
Morocco;143;MA;"Meat, pork";1038;Meat;m3/ton;0
Netherlands;150;NL;"Meat, pork";1038;Meat;m3/ton;0
Poland;173;PL;"Meat, pork";1038;Meat;m3/ton;0
Portugal;174;PT;"Meat, pork";1038;Meat;m3/ton;0
Romania;183;RO;"Meat, pork";1038;Meat;m3/ton;0
Serbia;272;RS;"Meat, pork";1038;Meat;m3/ton;0
Spain;203;ES;"Meat, pork";1038;Meat;m3/ton;0
Turkey;223;TR;"Meat, pork";1038;Meat;m3/ton;0
Austria;11;AT;"Bacon and Ham";1039;Meat;m3/ton;0
Belgium;255;BE;"Bacon and Ham";1039;Meat;m3/ton;0
France;68;FR;"Bacon and Ham";1039;Meat;m3/ton;0
Germany;79;DE;"Bacon and Ham";1039;Meat;m3/ton;0
Greece;84;GR;"Bacon and Ham";1039;Meat;m3/ton;0
Hungary;97;HU;"Bacon and Ham";1039;Meat;m3/ton;0
Italy;106;IT;"Bacon and Ham";1039;Meat;m3/ton;0
Morocco;143;MA;"Bacon and Ham";1039;Meat;m3/ton;0
Netherlands;150;NL;"Bacon and Ham";1039;Meat;m3/ton;0
Poland;173;PL;"Bacon and Ham";1039;Meat;m3/ton;0
Portugal;174;PT;"Bacon and Ham";1039;Meat;m3/ton;0
Romania;183;RO;"Bacon and Ham";1039;Meat;m3/ton;0
Serbia;272;RS;"Bacon and Ham";1039;Meat;m3/ton;0
Spain;203;ES;"Bacon and Ham";1039;Meat;m3/ton;0
Turkey;223;TR;"Bacon and Ham";1039;Meat;m3/ton;0
Austria;11;AT;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Belgium;255;BE;"Sausages of Pig Meat";1041;Meat;m3/ton;0
France;68;FR;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Germany;79;DE;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Greece;84;GR;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Hungary;97;HU;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Italy;106;IT;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Morocco;143;MA;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Netherlands;150;NL;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Poland;173;PL;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Portugal;174;PT;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Romania;183;RO;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Serbia;272;RS;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Spain;203;ES;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Turkey;223;TR;"Sausages of Pig Meat";1041;Meat;m3/ton;0
Austria;11;AT;"Prep of Pig Meat";1042;Meat;m3/ton;0
Belgium;255;BE;"Prep of Pig Meat";1042;Meat;m3/ton;0
France;68;FR;"Prep of Pig Meat";1042;Meat;m3/ton;0
Germany;79;DE;"Prep of Pig Meat";1042;Meat;m3/ton;0
Greece;84;GR;"Prep of Pig Meat";1042;Meat;m3/ton;0
Hungary;97;HU;"Prep of Pig Meat";1042;Meat;m3/ton;0
Italy;106;IT;"Prep of Pig Meat";1042;Meat;m3/ton;0
Morocco;143;MA;"Prep of Pig Meat";1042;Meat;m3/ton;0
Netherlands;150;NL;"Prep of Pig Meat";1042;Meat;m3/ton;0
Poland;173;PL;"Prep of Pig Meat";1042;Meat;m3/ton;0
Portugal;174;PT;"Prep of Pig Meat";1042;Meat;m3/ton;0
Romania;183;RO;"Prep of Pig Meat";1042;Meat;m3/ton;0
Serbia;272;RS;"Prep of Pig Meat";1042;Meat;m3/ton;0
Spain;203;ES;"Prep of Pig Meat";1042;Meat;m3/ton;0
Turkey;223;TR;"Prep of Pig Meat";1042;Meat;m3/ton;0
Austria;11;AT;Lard;1043;Meat;m3/ton;0
Belgium;255;BE;Lard;1043;Meat;m3/ton;0
France;68;FR;Lard;1043;Meat;m3/ton;0
Germany;79;DE;Lard;1043;Meat;m3/ton;0
Greece;84;GR;Lard;1043;Meat;m3/ton;0
Hungary;97;HU;Lard;1043;Meat;m3/ton;0
Italy;106;IT;Lard;1043;Meat;m3/ton;0
Morocco;143;MA;Lard;1043;Meat;m3/ton;0
Netherlands;150;NL;Lard;1043;Meat;m3/ton;0
Poland;173;PL;Lard;1043;Meat;m3/ton;0
Portugal;174;PT;Lard;1043;Meat;m3/ton;0
Romania;183;RO;Lard;1043;Meat;m3/ton;0
Serbia;272;RS;Lard;1043;Meat;m3/ton;0
Spain;203;ES;Lard;1043;Meat;m3/ton;0
Turkey;223;TR;Lard;1043;Meat;m3/ton;0
Austria;11;AT;"Meat indigenous, pig";1055;Meat;m3/ton;0
