,Years,Item Name,Country Name,Item Category,Weight_t,uWF
190,1961,Chestnuts,Portugal,Fruits,82000.0,3483.81005859375
191,1961,Chestnuts,Spain,Fruits,99000.0,3483.81005859375
192,1961,Chestnuts,Turkey,Fruits,38400.0,8111.9501953125
193,1961,Chick peas,Greece,Vegetables,13365.0,2889.159912109375
194,1961,Chick peas,Italy,Vegetables,41500.0,3582.909912109375
195,1961,Chick peas,Morocco,Vegetables,40000.0,6152.39013671875
196,1961,Chick peas,Portugal,Vegetables,26892.0,5244.3798828125
197,1961,Chick peas,Spain,Vegetables,129800.0,3953.8798828125
198,1961,Chick peas,Turkey,Vegetables,90000.0,2136.169921875
199,1961,Chicory roots,France,Vegetables,160049.0,663.9509887695312
200,1961,Chicory roots,Poland,Vegetables,30000.0,264.0509948730469
201,1961,Chicory roots,Portugal,Vegetables,500.0,
202,1961,Chicory roots,Romania,Vegetables,27700.0,138.843994140625
203,1961,Chicory roots,Spain,Vegetables,25068.0,133.84800720214844
204,1961,"Chillies and peppers, dry",Greece,Lux-foods,781.0,2580.199951171875
205,1961,"Chillies and peppers, dry",Hungary,Lux-foods,24970.0,1201.81005859375
206,1961,"Chillies and peppers, dry",Morocco,Lux-foods,5000.0,1138.219970703125
207,1961,"Chillies and peppers, dry",Romania,Lux-foods,9000.0,5871.56005859375
208,1961,"Chillies and peppers, dry",Spain,Lux-foods,13200.0,4612.740234375
209,1961,"Chillies and peppers, dry",Turkey,Lux-foods,10000.0,2920.659912109375
210,1961,"Chillies and peppers, green",Austria,Vegetables,5257.0,209.1699981689453
211,1961,"Chillies and peppers, green",France,Vegetables,2830.0,462.6900024414063
212,1961,"Chillies and peppers, green",Greece,Vegetables,14678.0,199.9019927978516
213,1961,"Chillies and peppers, green",Hungary,Vegetables,146432.0,308.5570068359375
214,1961,"Chillies and peppers, green",Italy,Vegetables,231099.0,206.8459930419922
215,1961,"Chillies and peppers, green",Morocco,Vegetables,26000.0,192.3580017089844
216,1961,"Chillies and peppers, green",Portugal,Vegetables,500.0,
217,1961,"Chillies and peppers, green",Romania,Vegetables,104000.0,447.5060119628906
218,1961,"Chillies and peppers, green",Spain,Vegetables,356701.0,100.8000030517578
219,1961,"Chillies and peppers, green",Turkey,Vegetables,240000.0,354.1849975585937
220,1961,"Citrus fruit, nes",Greece,Fruits,652.0,3839.85009765625
221,1961,"Citrus fruit, nes",Italy,Fruits,51794.0,381.4049987792969
222,1961,"Citrus fruit, nes",Morocco,Fruits,2500.0,1501.3900146484375
223,1961,"Citrus fruit, nes",Turkey,Fruits,4066.0,2163.199951171875
224,1961,"Coffee, green",Spain,Lux-foods,5.0,
225,1961,Cotton lint,Greece,Non edible,93800.0,9449.8701171875
226,1961,Cotton lint,Italy,Non edible,5310.0,26418.400390625
227,1961,Cotton lint,Morocco,Non edible,1500.0,15124.2998046875
228,1961,Cotton lint,Romania,Non edible,33.0,29096.69921875
229,1961,Cotton lint,Spain,Non edible,106828.0,20310.5
230,1961,Cotton lint,Turkey,Non edible,212000.0,23135.5
231,1961,Cottonseed,Greece,Seeds & Oils,189000.0,1381.3599853515625
232,1961,Cottonseed,Italy,Seeds & Oils,8590.0,3861.780029296875
233,1961,Cottonseed,Morocco,Seeds & Oils,3200.0,2210.840087890625
